 # EVENT N.           1
           2
   8.5466849514556249E-003   8.4334905687101086E-003  -9.9039163592797280E-004  -8.2466044835359151E-004
   8.5467327242806663E-003  -8.4334793219030171E-003   9.9039256601635129E-004   8.2526923678451030E-004
   1.2855514414767265E-008  -1.1246807091096346E-008  -9.3008837849119543E-010  -6.1569892587326698E-009
 # EVENT N.          80
           3
   8.5208183435383587E-003   3.3916183923679332E-003   7.7595128376068603E-003  -7.9379494066464449E-004
   8.4969785876271697E-003  -3.3233082330679053E-003  -7.7671620909333114E-003   7.5122601157396598E-004
   9.4634533981676004E-005  -6.8310159300028031E-005   7.6492533264513865E-006   6.5045415533160816E-005
 # EVENT N.          81
           2
   8.5529633180904206E-003   7.9759916354057991E-003  -2.5930438574767898E-003   1.5974174364949353E-003
   8.5557532266990633E-003  -7.9759916354057991E-003   2.5930438574767898E-003  -1.6122885045763713E-003
 # EVENT N.          82
           4
   8.4243182083747099E-003   5.9111002573413232E-004  -8.3868097828318326E-003  -1.4151975376478504E-004
   8.3917390488698843E-003  -6.4118184292282019E-004   8.3418639956094592E-003   4.0293318064838683E-004
   2.7900189879284068E-004   4.9443901058622126E-005   4.1480930371312044E-005  -2.7143450884816779E-004
   3.6473803780904616E-006   6.2791613006569621E-007   3.4648568510611269E-006  -9.5072180880497890E-007
 # EVENT N.          83
           2
   8.5416861606442129E-003   6.6190327923291619E-003  -5.3729400809065407E-003  -1.3857203426108900E-004
   8.5416471250033422E-003  -6.6190327923291619E-003   5.3729400809065407E-003   1.3614459157914653E-004
 # EVENT N.          84
           2
   8.5591864764259212E-003  -8.5231649701183673E-003   4.6112326049039821E-004  -3.7626763040871439E-004
   8.5595906469637124E-003   8.5231649701183673E-003  -4.6112326049039821E-004   3.8535209231247564E-004
 # EVENT N.          85
           2
   8.5241996007064062E-003   1.1163365276774587E-003   8.4286752089456577E-003  -3.3479213318163926E-004
   8.5238858319574961E-003  -1.1163365276774587E-003  -8.4286752089456577E-003   3.2670570243389360E-004
 # EVENT N.          86
           2
   8.5589913397385985E-003   5.7961155252058503E-003   6.2769589944854307E-003   6.5813688241754982E-006
   8.5590146096181149E-003  -5.7961155252058503E-003  -6.2769589944854307E-003   2.1015431273775458E-005
 # EVENT N.          87
           2
   8.5647754538077294E-003  -3.2033348143577821E-003   7.7683998040044486E-003   1.5763467534440343E-003
   8.5695091153061408E-003   3.2033348143577821E-003  -7.7683998040044486E-003  -1.6018667205048996E-003
 # EVENT N.          88
           4
   8.5427995569915590E-003  -4.7559872183946311E-003  -7.0220825014380584E-003   8.8839583130415122E-004
   8.5051972193573092E-003   4.7115102821558182E-003   7.0108836408600246E-003  -8.5231516254476972E-004
